Unnamed: 0,Thời gian,Tiêu đề,URL,content
28,(20/08/2025 00:05),Lần đầu tiên trong lịch sử Việt Nam có 10 ngân hàng vốn hóa trên 100.000 tỷ,https://cafef.vn/lan-dau-tien-trong-lich-su-viet-nam-co-10-ngan-hang-von-hoa-tren-100000-ty-188250819225033748.chn?utm_source=du-lieu,"Thị trường chứng khoán Việt Nam đang trải qua một trong những giai đoạn tưng bừng nhất lịch sử khi liên tục tăng mạnh với thanh khoản bùng nổ. VN-Index tăng gần 390 điểm (+30%) từ đầu năm qua đó leo lên 1.654 điểm, mức giá đóng cửa cao nhất từ trước đến nay. Vốn hóa toàn thị trường cũng theo đó lập kỷ lục mới, xấp xỉ 9 triệu tỷ đồng.
Động lực thúc đẩy thị trường đi lên mạnh mẽ chủ yếu đến từ nhóm vốn hóa lớn. Tính đến hết phiên 19/8, toàn thị trường có 23 cổ phiếu vốn hóa trên 100.000 tỷ, con số kỷ lục trong lịch sử. Tổng vốn hóa của nhóm này lên đến gần 5 triệu tỷ đồng, chiếm quá nửa giá trị của toàn sàn chứng khoán Việt Nam.
Xét về mặt cơ cấu, trong danh sách 23 cổ phiếu vốn hóa trên 100.000 tỷ chỉ có 2 đại diện đến từ UPCoM là Viettel Global (VGI) và ACV trong khi HNX không có cái tên nào góp mặt. 21 cổ phiếu còn lại trên HoSE đều là những tên tuổi đầu ngành trong các lĩnh vực trọng yếu như ngân hàng, bất động sản, sản xuất công nghiệp, công nghệ, bán lẻ,…
Đáng chú ý, nhóm cổ phiếu ngân hàng vẫn áp đảo cả về số lượng và tỷ trọng trong câu lạc bộ 100.000 tỷ khi có đến 10 cái tên góp mặt,  gồm Vietcombank, BIDV, VietinBank, Techcombank, VPBank, MB, ACB, LPBank, HDBank và Sacombank. Các cổ phiếu ngân hàng, đặc biệt là nhóm tư nhân đã trỗi dậy mạnh mẽ với mức tăng hàng chục % trong thời gian ngắn.
Màu vàng là nhóm ngân hàng
Nhìn chung, nhóm ngân hàng đang có nhiều chủ đề hấp dẫn. Đầu tiên là câu chuyện liên quan đến room tín dụng. Trong Công điện số 128/CĐ-TTg ngày 6/8/2025, Thủ tướng Chính phủ yêu cầu Ngân hàng Nhà nước (NHNN) khẩn trương xây dựng có lộ trình và thí điểm việc gỡ bỏ biện pháp giao chỉ tiêu tăng trưởng tín dụng để thực hiện từ năm 2026.
Tiếp theo là chủ đề liên quan đến tỷ lệ dự trữ bắt buộc. Ngày 12/8, Thống đốc NHNN ban hành Thông tư 23 sửa đổi Thông tư 30, cho phép tổ chức tín dụng nhận chuyển giao bắt buộc ngân hàng được kiểm soát đặc biệt, được giảm 50% tỷ lệ dự trữ bắt buộc theo phương án chuyển giao bắt buộc đã được phê duyệt. Đồng thời, đơn vị tham gia quản trị, điều hành, hỗ trợ hoạt động tài chính cho ngân hàng được kiểm soát đặc biệt - cũng được hưởng cơ chế tương tự.
Trước đó, 4 nhà băng chính thức nhận chuyển giao bắt buộc 4 ngân hàng yếu kém. Trong đó, Vietcombank nhận CBBank, đổi tên thành ngân hàng số VCBNeo. HDBank nhận DongABank, chuyển thành ngân hàng số Vikki Bank. MB nhận chuyển giao Oceanbank, đổi thành ngân hàng số MBV. Còn GPBank chuyển giao về VPBank.
Một chủ đề đầu tư đang thu hút sự chú ý thời gian gần đây là xu hướng các ngân hàng IPO các công ty chứng khoán thành viên. Mới nhất, VPBankS đang có kế hoạch sẽ IPO ngay trong quý 4 năm nay. Trước đó, TCBS đã mở đăng ký mua cổ phiếu IPO từ 19/08 sau khi được cổ đông thông qua và dự kiến sẽ niêm yết trên sàn chứng khoán cuối năm nay.
Cuộc chơi mới trong lĩnh vực blockchain, tài sản số
Ngoài những chủ đề trên, nhóm ngân hàng còn đang được chú ý với cuộc chơi mới đầy tiềm năng trong lĩnh vực blockchain, tài sản số.
Trong đó, MB mới đây đã ký biên bản ghi nhớ hợp tác kỹ thuật với Dunamu, đơn vị vận hành nền tảng tiền điện tử Upbit của Hàn Quốc vào ngày 12/8/2025. Thỏa thuận này tập trung vào chia sẻ công nghệ, hạ tầng, kinh nghiệm để phát triển giải pháp tài sản số tại Việt Nam. Dunamu dự kiến sẽ hỗ trợ xây dựng sàn giao dịch tiền mã hóa trong nước, tư vấn khung pháp lý, cơ chế bảo vệ nhà đầu tư và các tiêu chuẩn quốc tế như FATF.
Techcombank cũng không đứng ngoài xu thế. Chủ tịch HĐQT TCB Hồ Hùng Anh từng khẳng định việc tham gia vào các lĩnh vực như blockchain và xây dựng sàn giao dịch tài sản số là xu thế tất yếu trong chiến lược chuyển đổi số của ngân hàng. Ông nhấn mạnh: ""Với các cơ hội mở ra và nếu luật pháp cho phép, TCB đương nhiên muốn tham gia và đóng góp vào việc phát triển, sở hữu các nền tảng công nghệ này"".
Trước đó, tại Diễn đàn quốc gia về doanh nghiệp công nghệ số Việt Nam hồi đầu năm, bà Nguyễn Thị Phương Thảo, Phó chủ tịch thường trực HDBank, cho biết đề xuất nhận và cam kết đầu tư cho nghiên cứu phát triển để làm chủ công nghệ blockchain. Bà cho biết đã xây dựng kế hoạch hành động cho mục tiêu này, với ba nhiệm vụ gồm: đầu tư mạnh vào blockchain; hợp tác với đối tác trong và ngoài nước để nâng cao năng lực, đẩy nhanh tốc độ chuyển đổi số; tạo động lực bằng cách kêu gọi nhân viên, đối tác cùng thực hiện sứ mệnh.
Nhìn chung, tài sản số đang là xu hướng đầu tư thịnh hành trên toàn cầu và Việt Nam cũng sẽ không ngoại lệ. Quốc hội đã chính thức thông qua Luật Công nghiệp Công nghệ số tại kỳ họp thứ 9 hồi giữa tháng 6 năm ngoái, đánh dấu lần đầu tiên khái niệm tài sản số, tài sản mã hóa được đưa vào luật. Trung tâm tài chính quốc tế đang được triển khai tại Đà Nẵng là một phần không thế thiếu trong quá trình xây dựng thị trường tài sản số."
29,(12/08/2025 00:00),BID: Quyết định về việc thay đổi địa chỉ trụ sở Chi nhánh Quy Nhơn,https://cafef.vn/du-lieu/BID-2269642/bid-quyet-dinh-ve-viec-thay-doi-dia-chi-tru-so-chi-nhanh-quy-nhon.chn?utm_source=du-lieu,
30,(07/08/2025 17:36),BID: Quyết định về việc thay đổi địa chỉ đặt trụ sở Chi nhánh và địa chỉ đặt trụ sở Phòng GD Trấn Biên - CN Biên Hòa,https://cafef.vn/du-lieu/BID-2265518/bid-quyet-dinh-ve-viec-thay-doi-dia-chi-dat-tru-so-chi-nhanh-va-dia-chi-dat-tru-so-phong-gd-tran-bien-cn-bien-hoa.chn?utm_source=du-lieu,
31,(02/08/2025 09:13),"20 doanh nghiệp niêm yết lãi lớn nhất 6T2025: 60% là ngân hàng, 15% là bất động sản, chỉ có 1 DN sản xuất",https://cafef.vn/20-doanh-nghiep-niem-yet-lai-lon-nhat-6t2025-60-la-ngan-hang-15-la-bat-dong-san-chi-co-1-dn-san-xuat-188250802085619235.chn?utm_source=du-lieu,"Khép lại 6 tháng đầu năm 2025, bức tranh lợi nhuận của các doanh nghiệp niêm yết đã có những điểm sáng đáng chú ý.
Ngành ngân hàng tiếp tục khẳng định vị thế khi có nhiều cái tên lọt vào top đầu. Cụ thể, có tới 7 ngân hàng trong top 10 và 12 ngân hàng trong top 20.
Với mức lãi trước thuế đạt 21.894 tỷ đồng, tăng 5% so với cùng kỳ năm ngoái, Vietcombank tiếp tục dẫn đầu lợi nhuận khối ngân hàng và giữ vị trí quán quân trên bảng xếp hạng.
VietinBank tăng 46%, lợi nhuận trước thuế đạt 18.920 tỷ đồng. Chỉ tính riêng quý 2, lợi nhuận trước thuế của VietinBank tăng 79% đạt 12.097 tỷ đồng, vượt qua Vietcombank là ngân hàng lãi lớn nhất quý.
Ngân hàng có mức tăng tốt nhất trong 6 tháng đầu năm là SeABank với 81%.
Bên cạnh đó, những gương mặt quen thuộc khác trong khối ngân hàng vẫn xuất hiện trên bảng xếp hạng: BIDV, MBBank, Techcombank...
Đứng ở vị trí á quân của 6 tháng 2025 là doanh nghiệp của tỷ phú Phạm Nhật Vượng -  CTCP Trung tâm Hội chợ Triển lãm Việt Nam (VEFAC, VEF) với mức tăng trưởng vượt trội 8.341%. Nguyên nhân chủ yếu nhờ vào việc chuyển nhượng một phần Dự án Vinhomes Global Gate trong quý 1.
Cụ thể, vào ngày 12/3, ﻿VEFAC đã đã nhận được Quyết định của UBND Thành phố Hà Nội cho phép chuyển nhượng một phần Dự án Vinhomes Global Gate cho CTCP Thời đại mới T&T. Doanh thu từ chuyển nhượng một phần dự án Vinhomes Global Gate là 44.560 tỷ đồng.
Lợi nhuận trước thuế của VinHomes là 12,945 tỷ đồng, giảm 5% so với cùng kỳ 2024 nhưng vẫn xếp ở vị trí thứ 5 trên bảng xếp hạng.
Doanh nghiệp còn lại trong top 10 là Vingroup (VIC) với lợi nhuận trước thuế đạt 11.044 tỷ đồng, mức tăng trưởng 68%.
PV Gas ghi nhận lợi nhuận trước thuế trong 6 tháng đầu năm đạt 9.410 tỷ đồng, xếp thứ 13 trong bảng xếp hạng.
Vua thép Hòa Phát (HPG) đứng vị trí thứ 15 với lợi nhuận trước thuế được ghi nhận là 8.812 tỷ đồng, tăng 26%.
Ông trùm sân bay ACV đứng thứ 18 với lợi nhuận trước thuế là 7.078 tỷ đồng.
Vietnam Airlines (HVN) ghi nhận lãi trước thuế 6.683 tỷ đồng, tăng 19% so với cùng kỳ và đứng vị trí thứ 19. Theo sau đó là FPT ở vị trí thứ 20 với mức lãi trước thuế 6.166 tỷ đồng, tăng 19%."
32,(29/07/2025 00:00),BID: Báo cáo tình hình quản trị công ty 06 tháng đầu năm 2025,https://cafef.vn/du-lieu/BID-2271752/bid-bao-cao-tinh-hinh-quan-tri-cong-ty-06-thang-dau-nam-2025.chn?utm_source=du-lieu,
33,(21/07/2025 00:00),BID: Báo cáo tình hình thanh toán gốc lãi trái phiếu 6 tháng đầu năm 2025,https://cafef.vn/du-lieu/BID-2253174/bid-bao-cao-tinh-hinh-thanh-toan-goc-lai-trai-phieu-6-thang-dau-nam-2025.chn?utm_source=du-lieu,
34,(16/07/2025 00:00),BID: Quyết định của TGĐ về việc thay đổi địa điểm đặt trụ sở Chi nhánh Phú Xuân,https://cafef.vn/du-lieu/BID-2247258/bid-quyet-dinh-cua-tgd-ve-viec-thay-doi-dia-diem-dat-tru-so-chi-nhanh-phu-xuan.chn?utm_source=du-lieu,
35,(07/07/2025 00:00),BID: Quyết định về việc phê duyệt thay đổi mẫu con dấu,https://cafef.vn/du-lieu/BID-2240323/bid-quyet-dinh-ve-viec-phe-duyet-thay-doi-mau-con-dau.chn?utm_source=du-lieu,
36,(04/07/2025 00:00),BID: CBTT thay đổi địa chỉ trụ sở các chi nhánh,https://cafef.vn/du-lieu/BID-2239406/bid-cbtt-thay-doi-dia-chi-tru-so-cac-chi-nhanh.chn?utm_source=du-lieu,
37,(02/07/2025 07:03),"Cuộc đua vốn hóa 25 năm: Một công ty thủy điện từng giữ ngôi vua trước khi những 'gã khổng lồ' FPT, Vinamilk, Vietcombank 'tràn' lên sàn",https://cafef.vn/cuoc-dua-von-hoa-25-nam-mot-cong-ty-thuy-dien-tung-giu-ngoi-vua-truoc-khi-nhung-ga-khong-lo-fpt-vinamilk-vietcombank-tran-len-san-188250702070405395.chn?utm_source=du-lieu,"Tháng 7 năm 2025 đánh dấu một phần tư thế kỷ kể từ khi thị trường chứng khoán Việt Nam chính thức đi vào hoạt động.
Cụ thể, ngày 28/7/2000 thị trường chứng khoán Việt Nam chính thức giao dịch với chỉ 2 cổ phiếu - SAM của CTCP Đầu tư và Phát triển  Sacom (giờ đổi tên thành CTCP SAM Holdings) và REE của CTCP Cơ điện lạnh. Cho đến hết năm 2000 thị trường chứng khoán Việt Nam cũng chỉ có thêm 3 cổ phiếu khác giao dịch.
Năm 2005, Sở Giao dịch chứng khoán Hà Nội (HNX) ra đời, tiếp đó UPCoM được triển khai, mở rộng kênh giao dịch cho doanh nghiệp ngoài sàn HoSE.
Trong giai đoạn từ năm 2001 đến đầu năm 2006 này, thị trường chứng khoán Việt Nam không nhiều biến chuyển, có thêm nhiều doanh nghiệp lớn bắt đầu giao dịch như CTCP Gemadept - GMD (tháng 4/2002), CTCP Thủy điện Vĩnh Sơn - Sông Hinh - VSH (tháng 7/2005), Tập đoàn KIDO - KDC (tháng 12/2005), Sacombank - STB (tháng 7/2006)...
Vĩnh Sơn Sông Hinh (VSH) vào năm 2005 chính là doanh nghiệp lớn nhất sàn chứng khoán với vốn hóa 16.000 tỷ. Doanh nghiệp thủy điện này lên sàn vào ngày 14/7/2005 với khối lượng cổ phiếu ""khổng lồ"" khi đó là 125 triệu đơn vị. Chốt phiên giao dịch cuối năm tại giá 48.500 đồng/cp (giá chưa điều chỉnh).
Đặc biệt là vào tháng 1/2006, cổ phiếu của Vinamilk - VNM lên sàn khiến giá trị vốn hóa của của HOSE tăng gấp đôi trong ngày, nhiều năm sau đó, Vinamilk vẫn luôn nằm trong nhóm có vốn hóa cao.
Bước ngoặt quan trọng đến với thị trường chứng khoán diễn ra vào ngày 7/11/2006 khi Việt Nam chính thức gia nhập tổ chức Tổ chức Thương mại Thế giới (WTO). Sau cột mốc này, thị trường chứng khoán Việt Nam bùng nổ doanh nghiệp lên sàn niêm yết vào tháng 11 và tháng 12/2006 như ACB, SSI, PVD (PV Drilling)...
Trong đó, ngày 13/12/2006, FPT lên sàn với giá đóng cửa phiên đầu tiên lên tới 400.000 đồng/cp, trong hơn nửa tháng giao dịch, tới cuối năm 2006, FPT đã trở thành doanh nghiệp lớn nhất sàn với vốn hóa 28.000 tỷ đồng. ﻿Tại ngày 30/6, FPT là doanh nghiệp có vốn hóa lớn thứ 9 toàn thị trường với 175.000 tỷ đồng.
Top TTCK 4
Vingroup lên sàn tháng 9/2007 và đã nhanh chóng trở thành một trong những doanh nghiệp có quy mô vốn hóa lớn nhất trên thị trường. Trong giai đoạn 6 năm liền, từ 2015-2022, Vinamilk và Vingroup đã thay nhau đứng vị trí số 1 về vốn hóa. Hiện nay, Vingroup đang là doanh nghiệp có vốn hóa lớn thứ 2 thị trường với hơn 365.000 tỷ đồng.
Năm 2009, thị trường chứng khoán Việt Nam đón nhận thêm loạt tổ chức tài chính lớn lên sàn như Vietcombank - VCB (tháng 6/2009), Tập đoàn Bảo Việt - BVH (tháng 6/2009), VietinBank - CTG (tháng 7/2009), Eximbank - EIB (tháng 10/2009)... Masan Group cũng lên sàn vào tháng 11/2009. Ngân hàng còn lại trong 3 trong số 4 Big 4 ngân hàng đã lên sàn là BIDV chính thức giao dịch vào tháng 1/2014 với mã cổ phiếu BID.
Các ngân hàng liên tục nắm giữ nhiều vị trí trong top 10 trong nhiều năm liền. Đặc biệt, Vietcombank đã nắm giữ vị trí top 1 vốn hóa kể từ năm 2021 đến bây giờ. Tại ngày 30/6/2025, giá trị vốn hóa của Vietcombank hơn 476.000 tỷ đồng.
Trong top 10 doanh nghiệp có vốn hóa lớn nhất thị trường tại ngày 30/6, ngoài top 2 của Vingroup, vị trí thứ 3 và thứ 10 thuộc về ﻿2 doanh nghiệp khác thuộc họ Vin là Vinhomes (315.000 tỷ) và Vinpearl (gần 170.000 tỷ).
Vị trí 4,5,6 lần lượt thuộc về 3 ngân hàng là BIDV (255.000 tỷ), Techcombank (243.000 tỷ), và VietinBank (225.000 tỷ). Sau đó là Viettel Global ở vị trí thứ 7 và ACV ở vị trí thứ 8.
Tính đến hiện nay, có hơn 50 doanh nghiệp có vốn hóa thị trường trên 1 tỷ USD.﻿ Một số cái tên nổi bật trong đó có thể kể đến như Masan Group vốn hóa hơn 108.000 tỷ đồng, Eximbank vốn hóa 42.000 tỷ đồng, SSI vốn hóa hơn 48.000 tỷ đồng, Gelex với vốn hóa hiện tại hơn 33.000 tỷ đồng...
Dự kiến từ quý3/2025 đến quý 1/2026, thị trường đón 'bom tấn' mới khi Công ty Cổ phần Chứng khoán Kỹ Thương (Techcom Securities - TCBS) chào bán 231 triệu cổ phiếu lần đầu ra công chúng (IPO), tương đương 11,1% vốn. Vốn điều lệ sẽ tăng từ 20.801 tỷ đồng lên 23.113 tỷ đồng.
25 năm – Thời điểm vươn mình là hành trình ghi dấu những bước ngoặt lịch sử của thị trường chứng khoán Việt Nam. Trong dòng chảy phát triển ấy, không thể không nhắc đến sự đồng hành và đóng góp quan trọng của các tổ chức, doanh nghiệp tiêu biểu như: Eximbank, Gelex, HDBank, Masan, Nhất Việt, Pinetree, SSI, TCBS và VNDIRECT…"
38,(02/07/2025 00:00),BID: CBTT thay đổi địa chỉ trụ sở các chi nhánh,https://cafef.vn/du-lieu/BID-2236003/bid-cbtt-thay-doi-dia-chi-tru-so-cac-chi-nhanh.chn?utm_source=du-lieu,
39,(27/06/2025 00:00),"BID: Quyết định số 4593, 4594 ngày 26/06/2025",https://cafef.vn/du-lieu/BID-2233340/bid-quyet-dinh-so-4593-4594-ngay-26062025.chn?utm_source=du-lieu,
40,(19/06/2025 11:08),"CTCK dự báo lợi nhuận quý 2 của 11 ngân hàng: Sacombank, VietinBank, MB, VPBank, BIDV có thể tăng trưởng 2 chữ số",https://cafef.vn/ctck-du-bao-loi-nhuan-quy-2-cua-11-ngan-hang-sacombank-vietinbank-mb-vpbank-bidv-co-the-tang-truong-2-chu-so-188250619105742072.chn?utm_source=du-lieu,"Vietcombank Securities (VCBS) vừa công bố báo cáo tổng hợp dự báo KQKD quý 2 và cả năm 2025 của 11 ngân hàng gồm ACB, VietinBank (CTG), HDBank (HDB), TPBank (TPB), MSB, Sacombank (STB), Techcombank (TCB), VIB, VPBank (VPB), BIDV (BID), MB (MBB).
Nhìn chung, VCBS dự báo lợi nhuận trước thuế (LNTT) của các ngân hàng trên đều sẽ tăng trưởng dương trong quý 2 cũng như cả năm 2025. Một số ngân hàng có khả năng tăng trưởng cao trên 10% theo VCBS là VietinBank, MB, BIDV, VPBank, HDBank, MSB và Sacombank.
Với VietinBank , VCBS dự báo LNTT quý 2 và cả năm 2025 có thể tăng trưởng 16% svck nhờ (1) Tăng trưởng tín dụng tương đương mức trung bình ngành đạt 16,9% trong 2025; (2) NIM bắt đầu đà phục hồi trong H2.2025 với động lực đến từ cả chiều huy động và cho vay; (3) Chất lượng tài sản được kiểm soát tốt, một số khách hàng tái cơ cấu hết thời gian thử thách được chuyển về nợ nhóm thấp hơn và sẽ được hoàn nhập trích lập trong Q2.2025.
Với HDBank , VCBS dự báo LNTT của ngân hàng có thể tăng 25% trong quý 2 và 24% trong cả năm 2025 nhờ (1) Tăng trưởng tín dụng cao hơn so với trung bình ngành đến từ mảng cho vay nông nghiệp - nông thôn, sự hồi phục của thị trường BĐS và nhận chuyển giao ngân hàng Đông Á; (2) Áp lực thu hẹp NIM trong năm 2025 được giảm bớt so với mặt bằng chung của ngành.
Với MSB , VCBS dự báo LNTT quý 2 và cả năm 2025 đều sẽ tăng trưởng 16% nhờ (1) Nhu cầu tín dụng ở mức tốt kỳ vọng đạt tốc độ tăng trưởng tín dụng 21,2% cho năm 2025, NIM bắt đầu ghi nhận sự cải thiện từ H2.2025; (2) Chất lượng tài sản cải thiện: tỷ lệ nợ xấu tiếp tục giảm xuống 2% nhờ tín dụng tăng trưởng mạnh mẽ và tăng thu hồi nợ đã xóa; (3) Hoàn thiện hệ sinh thái với các kế hoạch thoái vốn, góp vốn các công ty con: chuyển nhượng một phần hoặc toàn bộ số vốn góp tại TNEX Finance và góp vốn mua công ty chứng khoán, công ty quản lý quỹ.
Với Sacombank , VCBS dự báo LNTT quý 2 và cả năm 2025 có thể tăng trưởng 25% svck nhờ (1) Thu nhập lãi tích cực: Tín dụng kỳ vọng tăng trưởng 14%. NIM dự kiến duy trì mức 3,7% trong năm 2025; (2) Thu nhập ngoài lãi khả quan hơn nhờ thu nhập từ phí và thu hồi nợ xấu đã xóa; (3) Áp lực trích lập dự phòng ở mức thấp trong 2025. Kỳ vọng tiến độ xử lý tài sản tồn đọng sẽ được đẩy nhanh và hoàn thành trong 2025-2026.
Với MB , VCBS dự báo LNTT quý 2 và cả năm 2025 đều tăng trưởng 23% nhờ (1) Tín dụng tăng trưởng trong top cao nhất ngành đạt 27,8% trong 2025; (2) NIM kỳ vọng cải thiện trong H2.2025, thu nhập từ phí dịch vụ khả quan; (3) Chất lượng tài sản kỳ vọng cải thiện.
Với VPBank , LNTT quý 2 và cả năm 2025 được dự báo tăng trưởng lần lượt 12% và 25% nhờ (1) FE Credit tiếp tục duy trì đà tăng trưởng giúp hỗ trợ lợi nhuận hợp nhất của toàn ngân hàng; (2) Hoạt động kinh doanh của các công ty con kỳ vọng giữ mức tăng trưởng khả quan; (3) NIM hợp nhất kỳ vọng có sự cải thiện kể từ H2.2025.
Với BIDV , LNTT quý 2 và cả năm 2025 được dự báo tăng trưởng lần lượt 12% và 14% nhờ (1) Tăng trưởng tín dụng tương đương mức trung bình ngành dự báo đạt 16% và NIM đi ngang ở mức 2,4%; (2) Chất lượng tài sản trong nhóm tốt nhất ngành với áp lực dự phòng thấp; (3) Tăng vốn điều lệ thêm 21.656 tỷ đồng lên gần 91.870 tỷ đồng thông qua việc tăng vốn từ quỹ dự trữ bổ sung vốn điều lệ 7,1%, trả cổ tức tỷ lệ 19,9% và phát hành riêng lẻ tỷ lệ 3,84%."
41,(13/06/2025 00:00),BID: HĐQT thông qua Phụ lục hợp đồng đại lý năm 2025 với BML,https://cafef.vn/du-lieu/BID-2221206/bid-hdqt-thong-qua-phu-luc-hop-dong-dai-ly-nam-2025-voi-bml.chn?utm_source=du-lieu,
42,(12/06/2025 00:00),BID: CBTT sửa đổi điều lệ tổ chức và hoạt động,https://cafef.vn/du-lieu/BID-2220237/bid-cbtt-sua-doi-dieu-le-to-chuc-va-hoat-dong.chn?utm_source=du-lieu,
43,(03/06/2025 00:00),BID: Quyết định của HĐQT số 644 ngày 31/05/2025,https://cafef.vn/du-lieu/BID-2212516/bid-quyet-dinh-cua-hdqt-so-644-ngay-31052025.chn?utm_source=du-lieu,
44,(29/05/2025 00:00),"BID: Quyết định của TGĐ về việc thay đổi tên, địa điểm đặt trụ sở Chi nhánh Mộc Hóa",https://cafef.vn/du-lieu/BID-2211152/bid-quyet-dinh-cua-tgd-ve-viec-thay-doi-ten-dia-diem-dat-tru-so-chi-nhanh-moc-hoa.chn?utm_source=du-lieu,
45,(19/05/2025 00:01),"“MAG-7 chứng khoán Việt Nam”: 4 ngân hàng và 3 cổ phiếu “họ” Vingroup, tổng vốn hóa gần 1,9 triệu tỷ đồng",https://cafef.vn/mag7-chung-khoan-viet-nam-4-ngan-hang-va-3-co-phieu-ho-vingroup-tong-von-hoa-gan-19-trieu-ty-dong-188250518223626178.chn?utm_source=du-lieu,"Magnificent 7 (MAG-7) là cái tên giới đầu tư ưu ái đặt cho nhóm 7 tập đoàn công nghệ khổng lồ bao gồm Apple, Amazon, Alphabet (công ty mẹ Google), Meta (công ty mẹ Facebook), Microsoft, Nvidia và Tesla. Những cổ phiếu này không chỉ có tầm ảnh hưởng lớn đến thị trường chứng khoán Mỹ, mà còn tác động lên toàn cầu.
Tại Việt Nam, 7 công ty niêm yết lớn nhất hiện gồm hai nhóm chủ đạo là ngân hàng (Vietcombank, BIDV, VietinBank, Techcombank) và “họ” Vingroup (Vingroup, Vinhomes, Vinpearl), cũng có sức ảnh hưởng đáng kể lên thị trường chứng khoán.
Tổng giá trị vốn hóa của “MAG-7 chứng khoán Việt Nam” lên đến gần 1,9 triệu tỷ đồng (~74 tỷ USD), chiếm 1/3 toàn sàn HoSE. Với tỷ trọng lớn, biến động của các cổ phiếu này có ảnh hưởng đáng kể đến VN-Index.
Có thể thấy, “MAG-7 chứng khoán Việt Nam” chủ yếu là các cổ phiếu nhóm tài chính ngân hàng và bất động sản. Vingroup dù định hướng phát triển trở thành tập đoàn công nghiệp – công nghệ – dịch vụ (xa hơn có thể cả năng lượng) nhưng đóng góp lớn hiện vẫn đến từ lĩnh vực bất động sản.
Không chỉ trong nhóm vốn hóa lớn, đây còn là thực trạng chung của chứng khoán Việt Nam. 2 nhóm tài chính và bất động sản hiện chiếm tỷ trọng áp đảo, khoảng 60% vốn hóa toàn thị trường. Trong khi đó, các lĩnh vực “hot trend” như công nghệ, y tế và chăm sóc sức khoẻ, năng lượng và tiện ích… lại không có nhiều đại diện đủ tầm.
Điều này khác biệt hoàn toàn so với thị trường chứng khoán Mỹ nơi mà các lĩnh vực chiếm tỷ trọng cao chủ yếu là công nghệ, chăm sóc sức khoẻ, bán lẻ, hàng tiêu dùng, dịch vụ viễn thông,… Đây là các nhóm ngành có tiềm năng tăng trưởng dài hạn với nhiều câu chuyện hỗ trợ, phù hợp với xu hướng phát triển của thế giới.
Trong khu vực với các nền kinh tế có nhiều điểm tương đồng, chứng khoán Việt Nam vẫn có sự mất cân bằng lớn hơn khi tỷ trọng nhóm ngành tài chính, bất động sản khá vượt trội.
Thực trạng này được kỳ vọng sẽ sớm thay đổi khi thị khoán Việt Nam có thêm hàng hoá mới. Tại Investor Day hồi đầu năm, ông Lê Anh Tuấn – Giám đốc đầu tư Dragon Capital dự báo giai đoạn 2027-2028, thị trường chứng khoán được kỳ vọng đón làn sóng IPO quy mô 47 tỷ USD. Ngoài Vinpearl, nhiều tên tuổi đáng chú ý như TCBS, F88, THACO AUTO, Bách Hóa Xanh, Golden Gate và Highlands Coffee, VPS, Viettel IDC, Misa, VNPay, Long Châu,… cũng đang có kế hoạch.
Hơn nữa, kinh tế Việt Nam cũng đang trong giai đoạn mang tính bản lề để thay đổi cơ cấu, ưu tiên tập trung phát triển khoa học công nghệ (Nghị quyết 57), ưu tiên phát triển kinh tế tư nhân (Nghị quyết 68). Đây là một trong những động lực quan trọng giúp các doanh nghiệp phát triển lớn mạnh, vươn ra biển lớn qua đó góp phần đưa đất nước bước vào kỷ nguyên mới, kỷ nguyên vươn mình.
Theo Giám đốc VinaCapital, tầm nhìn cốt lõi của Nghị quyết 68 là xây dựng một khu vực kinh tế tư nhân phát triển nhanh, bền vững, chất lượng cao và có năng lực cạnh tranh toàn cầu – không chỉ giữ vai trò là động lực tăng trưởng kinh tế mà còn là lực lượng tiên phong trong khoa học, công nghệ và đổi mới sáng tạo. Mục tiêu dài hạn là giúp Việt Nam tránh bẫy thu nhập trung bình, từng bước hiện thực hóa khát vọng trở thành quốc gia phát triển, thu nhập cao vào năm 2045."
46,(16/05/2025 00:00),"BID: HĐQT phê duyệt phương án, thông qua hợp đồng cho thuê một phần diện tích chưa sử dụng tại Phòng GD Trường Thi",https://cafef.vn/du-lieu/BID-2199047/bid-hdqt-phe-duyet-phuong-an-thong-qua-hop-dong-cho-thue-mot-phan-dien-tich-chua-su-dung-tai-phong-gd-truong-thi.chn?utm_source=du-lieu,
47,(16/05/2025 00:00),"BID: HĐQT phê duyệt phương án, thông qua hợp đồng cho BIC thuê một phần diện tích chưa sử dụng tại CN Đông Hải Phòng",https://cafef.vn/du-lieu/BID-2199048/bid-hdqt-phe-duyet-phuong-an-thong-qua-hop-dong-cho-bic-thue-mot-phan-dien-tich-chua-su-dung-tai-cn-dong-hai-phong.chn?utm_source=du-lieu,
48,(16/05/2025 00:00),"BID: HĐQT phê duyệt phương án, thông qua hợp đồng cho BIC thuê một phần diện tích chưa sử dụng tại Phòng GD Cẩm Bình",https://cafef.vn/du-lieu/BID-2199049/bid-hdqt-phe-duyet-phuong-an-thong-qua-hop-dong-cho-bic-thue-mot-phan-dien-tich-chua-su-dung-tai-phong-gd-cam-binh.chn?utm_source=du-lieu,
